BPM,SpO2,Temperature_C,Humidity_%,GSR,Angle_X,Angle_Y,Heat_Therapy_Duration,Sleep_Quality
116,90,38.35,59.85,29,-0.78,-6.45,25.17,53.9
92,90,35.75,76.17,84,7.99,-5.59,6.81,59.37
69,90,35.52,64.06,276,-5.61,-3.71,0.0,79.85
106,97,35.59,75.16,33,4.83,5.76,9.32,54.95
100,99,37.19,68.77,328,-6.82,-2.55,13.17,65.32
79,96,37.79,33.52,97,2.31,-2.84,14.27,76.26
75,92,36.6,23.66,433,7.41,9.98,4.18,70.29
59,91,37.14,83.24,75,-0.84,-2.32,7.23,88.2
101,93,37.05,86.2,174,4.49,-5.04,14.21,61.54
72,92,35.78,70.89,340,6.41,2.46,0.42,80.15
75,96,36.46,70.69,248,-7.28,6.04,5.34,71.48
77,99,35.56,38.91,339,4.12,-8.61,0.3,73.01
118,97,35.83,57.97,133,8.4,2.38,11.93,50.73
94,95,37.94,89.46,177,1.53,-9.29,17.21,63.56
64,92,37.99,79.93,364,-6.28,0.53,9.6,87.11
106,95,37.91,41.31,227,-7.46,-4.86,18.96,56.75
115,91,37.68,41.07,62,-4.81,-3.87,21.28,53.33
118,96,37.88,53.85,267,-7.93,-0.66,20.83,56.03
59,99,37.51,48.32,424,0.27,8.54,5.62,88.41
107,96,37.51,45.98,414,-8.61,4.21,15.31,59.4
109,93,37.5,63.89,257,-5.53,8.74,17.24,53.52
91,97,37.04,20.8,143,-1.2,3.2,12.48,72.08
110,93,36.59,73.43,384,-0.52,-9.86,11.61,60.22
113,96,37.69,71.8,387,1.31,-4.69,17.68,64.04
113,93,36.4,78.12,302,4.11,8.12,12.06,54.87
56,94,37.13,78.9,499,-9.06,2.87,2.35,87.67
119,96,36.8,59.65,448,-8.39,9.63,13.82,47.84
114,99,36.33,74.61,51,-8.78,-6.88,14.44,45.22
105,92,38.42,54.47,302,-1.54,-4.07,20.6,66.82
84,99,36.28,86.61,98,-9.16,-2.75,7.7,65.66
65,94,36.43,33.35,460,4.92,-3.47,1.04,86.63
93,92,35.98,84.09,305,-5.54,-4.96,5.97,67.0
117,94,37.97,38.1,44,8.78,-1.13,23.3,50.48
118,92,37.26,27.19,41,-0.27,2.85,19.99,58.08
115,99,37.34,50.74,478,-1.07,-3.77,15.42,66.24
108,96,37.96,63.04,467,5.61,-8.41,17.24,58.52
112,90,36.53,36.17,439,4.26,4.17,11.15,62.66
110,98,36.08,58.91,326,2.15,-0.82,9.64,67.96
88,98,36.1,76.55,56,8.7,1.13,8.02,65.32
85,94,37.7,38.0,487,-1.55,-0.89,11.12,84.3
106,98,37.34,60.62,32,6.17,7.81,18.09,50.87
55,99,36.12,43.75,411,-2.4,1.17,0.0,96.43
109,95,35.94,57.08,113,6.77,8.47,10.85,49.48
76,94,35.86,66.68,299,-4.81,0.21,2.02,81.95
94,92,37.38,44.53,113,-4.21,-4.15,15.09,65.22
55,97,35.5,89.61,55,3.56,-2.89,0.0,85.86
119,93,35.55,59.46,43,-5.75,0.44,11.64,53.93
117,99,36.67,77.71,211,-5.42,0.6,15.13,58.5
108,92,37.57,70.76,351,-3.89,3.75,16.46,63.85
96,95,37.59,79.7,328,3.58,-5.51,14.35,67.65
75,97,36.79,32.17,33,7.79,3.18,9.12,70.0
76,98,37.57,35.58,269,3.49,5.57,10.88,76.5
92,95,37.06,54.12,195,6.56,3.53,12.27,65.79
62,94,38.43,79.66,412,0.87,-0.36,10.93,95.76
116,91,35.99,33.83,124,-8.62,9.83,12.4,42.33
101,91,37.3,87.97,78,-7.99,-1.9,16.43,59.19
71,98,36.97,28.93,254,1.09,-7.87,7.03,78.83
71,91,36.08,32.26,144,-3.44,6.43,3.68,75.53
67,91,37.75,31.71,82,-5.59,-5.76,11.83,74.53
71,92,36.33,61.02,229,-0.67,4.27,4.04,83.15
92,92,36.65,84.23,136,3.33,-6.42,10.77,65.02
99,93,36.62,37.86,26,-2.3,-9.66,13.16,56.66
60,96,36.23,58.71,176,6.05,-6.8,1.9,78.09
89,98,36.79,32.3,206,4.77,-2.46,10.2,70.94
68,91,36.92,64.18,420,4.7,-7.87,4.5,79.32
115,93,37.73,28.63,411,9.7,-6.05,18.05,51.82
69,98,37.8,54.39,305,-4.1,5.29,10.23,80.33
108,91,35.98,65.86,310,2.89,5.4,8.88,62.25
81,99,37.28,60.54,387,7.11,6.35,9.22,71.09
67,90,38.19,29.8,212,1.59,6.82,12.72,80.64
85,99,35.83,31.3,353,5.79,-1.59,3.1,75.7
89,97,36.92,67.0,402,-1.71,7.35,8.87,72.67
114,98,37.75,76.62,36,1.81,0.52,21.7,60.93
60,96,37.33,83.57,387,-8.89,-0.59,5.3,86.37
112,97,35.8,76.95,292,9.72,4.37,8.99,52.94
103,93,36.69,88.17,178,6.0,-5.72,12.77,57.99
77,93,37.02,48.58,159,7.38,5.79,9.42,68.88
88,91,38.49,43.18,428,3.89,-1.41,16.26,78.2
80,97,36.04,21.97,367,-6.28,-7.45,3.01,70.86
101,91,38.45,51.49,11,-9.38,-7.61,22.83,49.33
59,98,36.63,65.6,168,7.29,-6.7,3.76,77.07
74,93,36.1,77.08,311,-2.07,7.81,2.69,77.36
60,90,36.74,38.72,79,-4.72,9.82,5.42,74.13
113,93,37.34,55.95,13,1.23,-2.86,19.68,58.85
118,92,36.14,66.34,53,-1.58,-4.16,14.27,55.17
72,95,36.37,58.61,446,3.03,-5.62,2.31,82.53
58,96,38.06,39.18,253,-0.32,6.48,9.89,87.9
71,97,38.5,75.74,64,3.94,-5.82,16.55,74.07
68,91,36.45,32.14,371,7.07,8.48,2.66,74.76
67,95,35.95,83.35,57,-6.09,3.35,3.06,76.32
61,95,37.88,86.68,95,-3.41,7.94,11.15,77.78
98,99,37.3,45.59,20,-1.26,1.08,16.41,68.59
69,94,35.8,46.33,259,9.24,3.81,0.72,75.01
73,99,38.34,72.03,72,-2.69,2.39,16.08,78.84
117,99,35.73,51.94,247,-2.38,6.62,10.1,55.64
89,96,37.38,22.0,126,3.07,6.72,13.92,66.28
89,92,36.77,84.39,498,-1.62,1.8,7.18,81.37
73,93,37.17,50.15,45,9.02,2.65,10.5,70.39
74,99,36.14,34.24,469,7.89,8.44,1.31,72.79
89,98,37.56,58.9,267,0.27,8.6,13.45,70.2
86,93,38.38,35.32,127,2.9,3.28,18.33,72.12
102,92,36.88,34.42,29,-8.84,-9.84,14.99,47.16
98,91,37.07,58.2,93,3.91,-7.91,14.51,58.67
78,94,36.22,47.37,223,4.14,7.16,4.97,71.9
115,93,38.18,60.11,315,-2.82,-8.31,21.23,55.45
71,97,38.41,89.78,99,-5.61,-5.73,15.78,72.88
104,96,37.86,80.13,70,8.3,-5.39,19.89,52.97
119,95,37.13,20.54,80,-1.47,2.0,19.14,57.94
86,91,38.37,23.54,448,3.07,1.53,15.07,80.43
90,92,35.96,62.71,397,-9.33,-4.21,4.34,66.69
67,99,36.94,63.84,366,-1.72,-5.85,4.92,84.74
112,98,37.11,81.47,299,6.35,5.29,15.47,56.02
68,98,36.98,64.03,107,-2.25,8.71,7.91,74.99
91,94,37.91,35.94,101,2.06,-8.94,17.23,63.31
94,92,37.51,52.8,409,-5.8,-7.34,12.77,65.41
113,91,35.88,76.63,90,-1.67,2.84,11.6,59.88
70,97,36.54,84.6,364,8.55,6.09,3.56,74.71
116,95,36.52,36.58,15,1.33,5.82,16.14,53.72
58,99,37.2,57.77,109,8.04,4.39,6.99,78.26
99,96,36.37,31.12,262,8.04,7.75,9.55,56.79
82,90,35.85,54.79,159,8.88,-5.65,4.57,64.74
85,90,37.46,26.31,252,7.91,-7.85,12.29,63.63
57,99,38.05,85.92,88,-9.93,2.31,11.29,78.57
62,91,38.29,64.66,94,8.68,6.45,13.43,72.73
78,99,38.42,79.8,271,-7.25,1.64,15.48,75.75
69,92,37.84,89.88,246,-9.2,9.26,11.06,68.27
97,90,35.92,32.79,360,-8.89,5.91,5.9,60.94
85,94,38.06,68.59,377,-3.02,4.02,14.03,76.59
99,92,36.7,82.09,205,2.42,-8.79,11.75,61.15
62,90,37.69,60.32,344,-1.95,-7.85,7.91,84.12
111,97,37.09,64.78,317,-9.49,5.7,15.0,52.62
84,95,37.99,48.54,285,-0.47,-6.04,14.38,75.89
72,98,36.78,67.23,247,-1.16,-9.42,6.31,76.24
93,92,35.69,47.69,454,5.14,8.22,2.99,66.56
114,98,37.17,53.36,395,-4.41,7.82,15.2,56.23
97,98,36.01,27.2,66,-5.65,-5.63,9.31,59.28
99,90,38.4,20.55,474,-4.88,5.6,17.54,67.4
77,92,37.08,23.86,45,-3.93,-9.04,10.85,66.84
60,95,37.16,33.48,466,1.98,-4.3,3.64,91.78
110,97,38.22,51.96,42,-0.57,2.47,23.19,62.19
58,93,37.37,21.47,228,-3.26,5.26,6.69,85.33
77,94,36.41,30.92,438,-2.51,-9.79,3.56,75.49
60,98,36.39,74.7,300,-2.58,-3.48,1.44,88.73
86,95,37.0,73.35,443,9.45,-5.71,8.29,67.67
72,96,38.1,75.28,233,-5.34,9.98,13.07,70.28
69,96,37.88,84.51,198,6.36,3.42,11.74,77.72
94,93,38.39,28.33,496,4.16,-1.89,16.28,75.66
60,93,35.72,31.42,335,-9.89,-8.49,0.0,74.65
117,93,36.3,43.35,31,9.86,1.97,15.11,47.92
65,94,35.74,84.06,263,5.13,2.83,0.0,83.2
97,94,37.75,74.28,112,3.65,6.33,17.55,61.77
71,97,35.92,42.69,460,-1.89,-4.23,0.0,86.35
58,98,35.8,26.13,317,1.1,9.63,0.0,84.46
117,91,37.19,63.15,458,-4.93,-1.21,15.25,63.29
95,96,36.73,37.98,275,-9.29,-4.08,10.42,61.95
59,90,37.65,57.18,145,6.72,-3.03,9.08,81.7
86,90,36.96,85.93,356,7.93,0.39,8.95,74.13
89,93,36.78,60.08,5,-6.75,8.73,12.13,57.02
76,99,36.78,84.67,339,5.74,4.7,6.19,76.25
119,96,38.12,47.51,479,4.82,1.54,20.09,62.44
76,91,36.69,64.33,493,-6.43,-6.74,4.2,76.05
65,91,36.5,82.57,107,-1.56,-7.01,4.93,79.35
57,90,36.52,61.16,412,-1.54,0.04,0.36,97.83
63,99,36.09,63.04,259,5.2,4.57,0.96,81.95
114,91,38.08,70.14,70,6.75,5.02,23.01,50.27
68,96,35.94,81.75,426,-8.1,-5.48,0.0,78.22
72,98,38.23,26.17,339,1.26,-8.0,12.64,79.67
77,95,36.35,43.58,161,5.23,-2.31,6.04,75.67
101,99,38.2,47.84,99,5.72,8.36,20.7,54.58
101,91,37.87,83.68,326,-7.04,0.91,16.8,66.48
84,99,37.25,86.92,32,0.51,-3.6,13.21,73.71
79,99,37.51,28.43,142,7.15,-3.53,12.42,70.53
82,98,36.48,28.34,243,-3.63,-7.36,6.86,70.67
79,96,37.22,85.44,223,-1.5,-0.54,10.18,82.52
112,90,36.38,40.7,213,6.09,5.83,12.66,53.96
95,98,36.71,36.93,119,-8.21,9.37,11.84,53.78
79,91,37.79,22.49,167,7.19,0.03,13.6,75.17
102,93,36.23,39.29,348,-3.78,-6.66,8.58,63.44
64,98,38.02,68.55,216,-9.97,3.66,11.22,75.96
65,93,36.63,49.82,388,-5.32,5.14,2.76,82.72
75,92,37.1,56.18,461,-8.21,-8.57,6.37,71.59
99,90,38.33,84.21,433,-8.15,7.0,17.6,60.97
61,96,37.54,28.03,354,3.86,6.59,6.88,84.05
118,95,37.44,24.99,321,-5.72,-0.55,18.07,59.9
118,99,37.63,79.64,216,8.69,1.21,20.11,53.44
56,93,38.25,74.24,53,0.33,4.27,12.44,87.54
96,95,36.25,38.46,207,-0.8,3.53,8.86,70.94
108,95,37.34,42.7,429,-1.31,-9.67,14.51,61.4
70,93,36.7,41.72,79,3.85,-7.55,7.22,72.9
72,95,35.54,65.35,394,-0.95,-6.75,0.0,82.64
113,99,35.88,24.28,379,-7.43,5.11,8.69,56.03
70,97,36.47,54.26,432,7.6,-1.2,2.55,83.08
60,92,37.19,29.37,482,-1.43,0.91,3.65,96.83
111,93,38.14,77.38,150,-8.52,5.45,21.92,50.73
101,99,37.87,46.65,54,0.59,-3.18,19.53,66.06
102,90,37.16,56.93,4,2.95,4.98,16.66,59.57
96,93,35.72,22.05,447,-4.49,-1.15,3.84,74.17
114,99,36.36,24.08,34,6.01,-2.46,14.75,53.52
58,99,36.6,67.25,348,3.4,-3.34,1.62,89.88
56,98,37.37,73.67,494,3.01,9.3,3.59,87.11
113,97,35.69,69.7,118,-1.58,5.44,10.39,57.43
81,93,37.09,71.59,196,9.24,-9.6,10.19,60.82
81,96,38.2,27.32,53,-4.52,9.15,17.19,64.16
61,99,37.62,68.54,258,1.55,5.51,8.2,86.18
117,92,37.89,32.72,261,-3.82,-7.02,20.75,53.72
100,98,37.55,26.86,342,4.9,-8.47,14.81,60.8
117,99,36.12,73.0,365,-9.04,-3.84,10.85,53.34
66,93,35.83,82.26,311,-9.08,2.48,0.0,79.34
67,91,37.99,70.17,1,6.22,2.33,13.83,76.26
97,99,37.59,76.39,81,-1.31,-4.48,17.02,66.16
71,94,37.23,89.38,349,-3.18,-1.09,7.34,86.36
117,91,36.07,29.43,421,2.15,-5.76,10.03,60.42
90,99,37.31,87.56,439,4.04,-8.99,10.66,68.15
62,95,35.59,62.08,4,-5.98,0.34,0.83,81.5
90,99,35.86,76.93,173,-6.29,-3.06,6.05,67.24
82,90,36.44,65.51,496,9.16,0.86,4.12,76.9
101,95,36.83,59.9,138,1.79,8.93,13.48,59.39
84,93,35.86,69.25,192,-2.2,-7.13,4.69,70.64
77,92,35.86,42.42,137,6.03,-9.96,3.83,65.05
70,91,37.68,84.7,296,0.5,-8.46,9.93,80.16
68,96,37.21,28.07,115,-5.17,-0.75,9.0,81.2
106,98,37.1,42.26,43,-5.87,4.14,16.78,55.86
91,92,36.86,22.18,345,-2.06,1.62,9.54,76.99
83,95,38.43,38.99,288,7.2,-0.1,16.37,75.5
69,98,35.65,35.27,218,-8.77,-2.92,0.37,75.83
101,91,36.04,23.47,55,-5.63,-3.8,10.36,59.28
100,96,37.44,54.42,241,7.86,-2.47,15.3,62.42
106,94,35.91,52.8,395,-7.57,2.23,7.3,63.14
73,94,37.27,25.44,257,2.59,-6.64,8.87,77.56
75,96,37.2,38.33,0,-5.73,5.43,11.52,69.11
118,98,38.41,86.73,448,2.12,1.51,21.69,65.61
91,93,38.15,27.75,376,-2.34,-4.62,15.69,73.67
81,98,38.34,41.35,380,-7.97,0.02,14.58,77.51
109,99,35.84,22.51,288,1.65,9.26,8.62,58.17
83,98,38.1,30.42,469,3.66,-9.59,12.93,71.98
74,93,35.89,68.96,459,3.61,-6.01,0.15,80.64
79,92,37.4,45.67,102,2.74,-1.03,12.27,78.01
117,91,37.66,51.65,291,0.0,2.77,19.29,63.99
90,98,35.98,30.99,148,0.39,-5.76,6.93,70.59
56,91,37.4,67.75,83,2.71,8.63,7.86,80.05
76,95,35.66,72.61,419,3.81,2.85,0.0,82.39
70,94,36.38,32.68,25,3.1,7.55,6.15,72.72
72,94,38.26,23.15,174,1.74,-3.41,14.48,81.3
108,93,36.02,25.67,222,-6.88,6.58,9.96,54.29
84,95,35.7,65.99,128,-5.79,-2.44,4.5,70.69
99,94,36.83,29.49,421,-4.8,-4.94,10.25,67.23
73,93,38.05,54.57,141,8.39,8.23,13.95,66.37
88,98,35.73,30.68,345,5.19,-8.16,3.3,66.89
67,95,36.57,31.91,301,1.06,8.86,3.72,80.62
97,99,38.2,20.31,297,-4.96,-0.83,17.93,70.49
116,99,35.85,42.46,134,-7.78,9.85,11.63,43.52
76,99,36.43,26.29,54,7.98,0.79,7.32,72.56
106,92,37.84,47.58,55,7.85,5.15,20.33,52.5
106,99,37.13,61.84,373,-7.79,-9.86,13.62,53.29
90,95,38.0,45.73,75,5.94,-0.07,17.73,69.29
73,90,35.83,69.36,318,-1.07,4.75,1.09,82.88
92,94,38.26,71.9,407,-3.52,5.66,16.14,71.13
111,99,38.3,68.76,338,4.78,-6.84,20.84,57.31
74,95,35.97,85.57,456,2.29,-1.62,0.57,87.43
63,97,35.6,36.61,354,5.6,-1.62,0.0,86.92
86,98,38.47,33.26,131,-8.51,-7.93,18.74,59.89
58,92,36.95,62.68,492,-3.63,-1.14,1.91,95.12
104,91,37.22,61.64,41,-3.61,6.14,16.97,57.11
59,93,37.35,55.71,351,-3.4,-4.0,5.53,88.64
74,97,37.87,20.3,109,0.05,-1.35,13.56,83.5
91,97,37.94,58.87,69,-4.34,9.22,17.69,59.61
76,92,36.08,85.3,283,-1.11,-9.37,3.28,75.09
112,93,36.21,43.42,125,-2.64,1.83,12.7,61.13
98,92,38.13,87.73,347,4.71,4.87,17.28,66.45
88,99,37.96,44.97,295,2.07,5.22,14.94,73.15
96,91,37.35,29.79,178,3.07,4.32,14.68,66.69
63,93,38.48,47.89,412,-5.79,4.53,11.4,84.36
61,95,37.71,54.62,297,-3.49,-8.82,8.26,80.67
73,94,36.15,64.06,373,-9.58,0.68,2.11,78.65
85,92,38.04,55.34,196,-7.83,5.66,15.74,65.23
89,91,36.74,57.57,260,-4.7,-8.12,9.42,65.32
111,98,35.61,21.68,100,-8.69,-9.76,9.74,44.36
115,90,36.46,37.75,424,2.05,6.29,11.58,60.97
85,98,37.79,41.75,60,9.96,4.25,15.85,61.65
107,90,38.38,89.1,182,-7.98,-1.76,21.98,58.45
86,96,36.33,40.69,411,6.42,8.81,5.23,66.94
113,95,36.24,82.76,296,-7.62,5.33,11.34,53.87
64,96,37.19,41.33,366,3.4,9.36,5.59,80.01
56,92,37.94,26.73,8,2.86,8.59,11.3,78.42
114,92,37.74,37.33,412,8.05,-0.37,17.88,61.13
71,90,37.18,39.1,205,-7.72,5.09,8.55,73.22
70,93,37.39,88.48,421,-3.69,3.38,7.26,84.93
70,91,36.23,67.2,317,-8.18,6.23,2.46,74.04
100,99,36.8,85.22,53,-1.85,5.75,13.96,61.93
93,97,36.27,78.45,179,8.23,-6.94,8.64,58.88
85,92,38.15,60.5,103,5.63,-5.33,17.24,66.41
55,96,35.84,67.28,125,4.46,-4.69,0.0,84.03
65,96,37.54,63.74,33,0.66,6.37,10.87,79.72
58,98,36.28,66.64,164,7.67,6.21,1.86,77.62
80,95,36.93,38.53,432,-1.01,-0.09,6.81,87.31
104,90,36.4,48.57,297,-7.01,1.62,10.32,63.59
66,97,36.47,61.48,269,6.75,6.54,3.36,76.43
119,90,36.28,22.51,465,-4.41,-3.75,11.06,60.01
101,92,37.76,53.8,288,-8.93,-9.0,16.61,53.75
107,94,36.6,80.18,117,-7.48,-0.35,13.72,59.45
56,97,37.68,54.47,353,2.18,8.27,6.57,86.51
78,98,36.87,58.66,91,2.14,5.81,9.53,73.28
58,96,37.14,34.13,99,-4.8,-2.67,6.82,84.02
73,98,37.13,75.6,492,4.54,-8.7,5.83,77.44
80,92,38.43,45.12,495,5.47,2.74,13.69,80.05
94,94,36.6,86.96,484,8.41,6.69,7.47,64.56
104,99,36.12,89.56,86,1.7,3.3,11.06,63.72
97,97,38.24,84.12,233,5.59,-1.5,18.75,67.66
66,90,36.02,25.94,400,5.06,-7.53,0.0,79.89
81,97,38.0,43.32,123,-4.84,8.22,15.49,66.29
108,96,35.95,86.16,202,-3.8,-4.48,9.83,60.11
103,90,37.48,76.32,31,-0.43,-5.51,18.17,61.99
70,99,35.95,83.78,356,-9.62,6.32,0.7,72.99
56,99,38.27,60.08,462,-4.05,9.62,8.43,84.83
114,95,37.2,53.63,451,-0.52,3.2,14.77,67.55
108,90,36.49,27.45,38,-7.84,2.5,14.16,54.36
84,91,35.92,78.76,93,-7.47,-3.61,5.97,66.56
92,94,36.61,72.16,9,-0.74,-9.59,11.88,61.79
82,91,37.62,24.12,214,4.62,-6.16,12.84,70.34
79,99,36.65,34.66,407,6.67,1.69,5.5,78.6
64,90,36.24,59.01,99,0.93,-6.97,3.5,80.5
114,95,37.23,67.91,243,-0.51,7.68,17.03,58.04
96,97,36.75,29.64,57,-2.31,-6.24,12.9,62.88
94,97,36.0,37.14,452,-6.14,0.44,4.77,74.14
96,97,35.96,33.52,356,-7.07,0.24,5.95,70.35
101,95,37.62,35.4,490,5.84,2.08,13.91,69.8
91,92,38.42,84.45,319,-0.7,-3.45,17.63,75.9
76,90,36.2,70.11,18,5.81,7.47,6.52,66.43
111,91,37.82,71.6,356,4.08,-1.11,18.24,65.39
81,94,35.76,75.58,116,-6.12,4.0,4.35,69.67
95,99,36.64,44.96,135,0.21,2.72,11.37,71.69
88,94,37.02,73.7,326,-1.12,-7.66,9.94,71.99
86,99,36.31,88.49,295,-1.52,2.45,6.28,78.13
66,90,37.09,68.89,12,0.85,1.01,9.02,85.0
94,90,38.15,49.17,100,9.64,7.97,19.04,53.86
64,98,38.33,70.15,379,6.26,7.62,11.18,78.93
102,91,35.8,83.06,154,8.07,-6.98,8.37,54.01
74,96,36.32,29.01,81,-9.41,-8.37,6.07,63.29
93,99,38.44,38.57,87,-7.19,-4.11,20.42,61.68
114,93,36.31,84.35,104,-8.3,9.73,13.82,43.44
119,96,37.58,86.24,129,-4.74,-9.57,20.9,45.92
105,97,36.26,53.89,271,-1.16,3.46,10.09,67.38
90,94,36.57,46.22,13,2.84,2.17,11.22,69.25
78,90,36.07,39.79,127,0.02,2.93,5.2,80.0
81,93,38.07,54.91,400,8.06,-5.63,13.04,71.06
56,99,38.15,85.42,59,8.8,-5.47,11.85,76.06
85,92,36.39,30.49,453,-6.73,-1.39,4.92,76.82
111,99,37.97,49.39,226,7.06,-8.08,20.29,50.85
83,94,36.57,83.81,16,-0.37,-8.51,9.81,68.17
69,99,35.8,44.44,44,-0.93,-8.23,2.85,75.38
66,99,37.77,73.77,37,5.7,1.46,12.2,79.15
82,95,37.29,47.25,123,-8.14,-2.05,12.12,69.24
78,91,36.32,76.34,359,7.65,-4.13,4.13,74.05
75,96,36.26,88.67,63,3.42,-3.68,6.16,75.24
64,92,38.43,47.15,376,7.51,-5.85,11.67,79.49
72,90,38.09,79.16,252,9.89,-1.77,12.82,75.05
68,99,37.93,89.19,261,0.36,-5.94,11.14,83.66
88,92,35.88,88.87,443,-8.13,3.96,3.09,70.35
112,98,37.77,50.36,111,-6.67,-7.52,20.62,49.19
76,99,36.14,54.0,101,-3.53,8.96,5.41,69.03
90,95,38.43,41.24,48,-7.93,-8.2,20.18,56.6
99,95,35.66,41.98,276,6.31,8.87,5.82,57.81
90,93,36.56,54.47,226,-4.06,6.67,9.02,66.65
76,97,36.79,34.04,22,9.52,3.61,9.41,66.68
115,94,37.97,69.78,331,4.05,8.25,20.05,54.36
110,96,37.8,57.54,184,-6.53,-7.22,19.65,52.18
87,98,36.62,82.86,63,-0.48,-6.47,10.39,69.42
99,94,37.2,76.74,156,-0.66,-4.96,14.72,66.88
90,94,38.01,42.57,282,-0.15,-5.1,15.71,74.34
74,93,35.55,55.41,389,0.71,-3.78,0.0,85.38
72,95,37.91,72.54,148,-9.38,1.51,12.95,73.89
92,91,38.34,33.52,326,3.73,-9.44,17.34,64.72
77,92,35.6,22.21,362,-0.26,-2.35,0.26,85.61
70,90,35.64,79.66,168,5.82,-5.07,1.0,75.29
113,91,36.53,29.63,463,6.31,2.13,11.14,62.63
75,91,35.76,82.26,132,-5.39,9.7,3.0,67.03
66,97,36.94,83.95,398,-9.03,0.35,4.41,83.7
70,97,37.69,52.25,404,4.06,-1.49,8.89,86.42
68,91,37.2,76.47,313,9.56,-2.64,6.97,77.63
115,95,36.09,45.42,131,-1.07,5.7,12.64,57.0
100,94,37.46,80.08,196,-4.81,-8.56,15.86,57.88
86,92,37.55,77.73,134,-6.87,9.2,14.13,60.41
69,94,38.3,25.5,34,-4.25,-1.64,15.45,79.11
98,94,35.94,60.78,419,-3.44,-3.73,5.61,70.78
71,94,37.58,64.8,376,-1.52,9.48,8.83,78.82
95,92,38.23,20.06,398,3.11,8.72,16.69,66.27
108,92,37.0,88.59,219,-4.54,2.84,14.93,61.53
98,93,36.59,48.46,385,-8.98,-9.63,9.18,56.37
59,96,36.01,56.21,375,-2.53,4.97,0.0,88.99
81,91,38.1,33.64,184,7.11,-3.29,15.36,70.7
97,99,36.68,62.76,4,-0.03,-2.23,13.27,68.86
85,93,38.27,76.74,70,9.3,-6.83,18.17,59.56
71,93,38.04,61.01,341,0.07,0.47,11.51,90.67
108,90,36.63,75.16,240,-4.48,4.89,12.85,59.55
116,99,37.22,71.18,350,-6.13,-4.54,16.31,56.19
86,97,35.58,36.64,415,3.89,8.77,1.46,70.1
94,90,36.29,50.51,455,0.73,-6.11,6.2,73.9
67,97,37.63,30.4,296,2.08,-8.67,9.09,79.51
89,96,37.53,22.94,425,5.1,2.89,11.72,74.41
59,98,36.56,24.41,330,4.52,6.99,1.8,83.29
83,97,37.93,85.97,192,-9.13,9.06,14.81,60.51
79,94,36.21,88.92,494,6.05,5.34,2.4,76.71
76,97,36.88,26.65,167,0.65,-6.01,8.45,77.35
99,99,36.92,43.46,338,-2.17,9.55,11.51,63.2
55,92,36.52,28.01,235,0.75,8.39,1.76,86.23
98,99,38.36,78.4,293,2.25,-6.74,18.99,66.08
93,96,37.59,54.74,297,-7.01,1.18,14.08,69.62
108,93,37.12,63.49,247,-1.65,1.11,15.22,67.63
83,94,37.03,57.79,164,-3.29,-1.15,10.62,76.45
108,98,35.98,69.72,311,-2.99,9.69,8.88,57.01
70,96,36.62,42.34,70,-8.17,-8.81,6.88,66.02
74,93,37.52,29.62,230,-6.8,2.54,10.59,76.38
100,95,38.27,21.23,54,-6.76,-5.89,21.33,55.89
119,99,37.95,51.2,472,-2.54,0.55,19.33,66.24
112,96,36.4,83.55,181,7.89,5.59,13.1,51.44
107,99,36.8,41.37,21,-5.88,-5.07,15.7,53.79
55,98,35.75,33.72,282,-1.68,-2.13,0.0,93.57
83,93,35.81,84.82,104,-3.77,9.02,5.09,65.24
62,99,36.91,27.38,174,5.75,5.23,5.71,79.31
83,92,37.09,23.63,293,-9.0,1.45,9.62,71.82
105,97,36.29,81.56,367,-6.07,-5.56,9.29,60.88
87,90,37.43,69.06,38,-5.79,-1.49,14.66,68.52
57,98,37.61,49.54,398,9.86,5.48,5.97,81.05
114,90,36.4,72.66,374,1.42,6.41,11.55,61.09
89,91,37.78,71.9,449,-7.22,-5.11,12.69,69.69
74,97,36.12,22.8,444,-4.56,3.24,1.44,82.52
93,98,37.13,67.34,59,-6.64,-8.1,14.17,56.99
58,96,37.91,64.86,391,-7.51,-9.54,7.75,78.37
73,92,37.11,87.46,299,5.94,0.97,7.67,81.18
99,96,38.22,87.66,298,-0.08,-5.51,18.44,69.74
97,95,35.68,46.45,389,2.62,-8.42,4.39,66.02
67,91,37.26,61.29,211,-3.37,4.6,8.11,81.15
67,92,37.19,29.9,154,1.07,-0.04,8.29,88.24
114,99,37.48,24.65,172,-4.85,5.93,18.99,53.51
111,99,38.0,50.29,22,-3.84,3.28,22.48,56.4
106,94,37.68,68.29,239,3.04,4.6,17.7,62.61
107,99,37.87,59.74,487,-6.99,-3.85,16.38,63.23
97,93,36.37,50.08,208,2.34,-4.73,9.65,67.17
96,91,36.66,77.27,121,7.04,2.02,11.8,63.55
80,93,37.38,75.61,252,-7.59,-6.0,10.88,68.73
77,97,37.16,71.24,140,7.95,6.31,10.3,67.19
97,94,38.38,25.39,451,-8.41,0.46,17.31,69.88
82,94,36.06,75.75,339,-3.02,-5.46,3.81,75.6
63,99,36.55,84.36,361,2.21,2.5,2.26,90.06
74,92,37.22,24.16,319,1.19,8.9,8.2,77.27
110,97,38.1,48.12,152,-8.07,-8.36,21.5,48.32
93,95,38.29,89.18,380,5.98,-7.81,16.74,64.55
105,91,36.51,61.95,213,9.46,6.88,11.91,52.15
66,91,35.7,55.95,307,-6.38,-7.81,0.0,76.12
